Time	    Potential	Current	    Reflectivity
0.000000	0.605244	0.002172	-2.449445
0.100000	0.605720	0.002418	-2.449677
0.200000	0.606245	0.002489	-2.449726
0.300000	0.606789	0.002633	-2.450055
0.400000	0.607078	0.002366	-2.449746
0.500000	0.607496	0.002624	-2.449255
0.600000	0.608018	0.002756	-2.449351
0.700000	0.608550	0.002689	-2.449185
0.800000	0.609086	0.002811	-2.448719
0.900000	0.609605	0.002880	-2.449038
1.000000	0.610154	0.002837	-2.449121
1.100000	0.610687	0.002982	-2.448597
1.200000	0.611177	0.002536	-2.448637
1.300000	0.611705	0.002535	-2.448742
1.400000	0.612261	0.002975	-2.448949
1.500000	0.612775	0.002902	-2.448608
1.600000	0.613017	0.002832	-2.448053
1.700000	0.613528	0.003083	-2.448435
1.800000	0.614055	0.003036	-2.448197
1.900000	0.614608	0.003163	-2.448198
2.000000	0.615126	0.003185	-2.448114
2.100000	0.615662	0.003155	-2.448244
2.200000	0.616194	0.003293	-2.448201
2.300000	0.616684	0.003255	-2.447903
2.400000	0.617170	0.003240	-2.447699
2.500000	0.617679	0.003382	-2.447933
2.600000	0.618129	0.003227	-2.447565
2.700000	0.618355	0.003143	-2.447688
2.800000	0.618838	0.003398	-2.447688
2.900000	0.619336	0.003116	-2.447392
3.000000	0.619870	0.002910	-2.447587
3.100000	0.620393	0.003401	-2.447407
3.200000	0.620924	0.003371	-2.447322
3.300000	0.621454	0.003527	-2.446904
3.400000	0.621965	0.003526	-2.447227
3.500000	0.622499	0.003469	-2.447095
3.600000	0.623022	0.003631	-2.446734
3.700000	0.623549	0.003552	-2.446731
3.800000	0.623949	0.003341	-2.446621
3.900000	0.624287	0.003589	-2.446515
4.000000	0.624802	0.003567	-2.446755
4.100000	0.625356	0.003680	-2.446770
4.200000	0.625859	0.003721	-2.446511
4.300000	0.626410	0.003640	-2.446547
4.400000	0.626967	0.003804	-2.446282
4.500000	0.627480	0.003791	-2.446590
4.600000	0.628029	0.003584	-2.446554
4.700000	0.628559	0.003177	-2.446326
4.800000	0.629083	0.003690	-2.446084
4.900000	0.629600	0.003787	-2.446249
5.000000	0.629865	0.003579	-2.445920
5.100000	0.630309	0.003743	-2.445921
5.200000	0.630881	0.003882	-2.445485
5.300000	0.631388	0.003929	-2.445347
5.400000	0.631900	0.003840	-2.445279
5.500000	0.632453	0.004005	-2.445356
5.600000	0.632975	0.003998	-2.445280
5.700000	0.633506	0.003946	-2.445379
5.800000	0.634039	0.004103	-2.444800
5.900000	0.634534	0.004051	-2.444846
6.000000	0.635108	0.004077	-2.445049
6.100000	0.635561	0.003945	-2.444984
6.200000	0.635829	0.003952	-2.444947
6.300000	0.636376	0.004093	-2.444966
6.400000	0.636889	0.003187	-2.444417
6.500000	0.637413	0.003860	-2.444342
6.600000	0.637952	0.004157	-2.444378
6.700000	0.638469	0.004179	-2.444243
6.800000	0.638966	0.004141	-2.444636
6.900000	0.639486	0.004304	-2.444706
7.000000	0.639983	0.004249	-2.444469
7.100000	0.640532	0.004262	-2.444315
7.200000	0.641074	0.004390	-2.444343
7.300000	0.641382	0.003995	-2.444165
7.400000	0.641803	0.004272	-2.444296
7.500000	0.642300	0.004363	-2.444348
7.600000	0.642817	0.004304	-2.444205
7.700000	0.643382	0.004490	-2.443983
7.800000	0.643897	0.004464	-2.443700
7.900000	0.644445	0.004393	-2.443588
8.000000	0.644998	0.004213	-2.443416
8.100000	0.645506	0.003689	-2.443419
8.200000	0.646067	0.004370	-2.442953
8.300000	0.646592	0.004521	-2.442720
8.400000	0.647087	0.004406	-2.442446
8.500000	0.647326	0.004301	-2.442392
8.600000	0.647832	0.004560	-2.442452
8.700000	0.648354	0.004489	-2.442785
8.800000	0.648880	0.004683	-2.443081
8.900000	0.649386	0.004651	-2.442793
9.000000	0.649930	0.004613	-2.442446
9.100000	0.650477	0.004786	-2.442206
9.200000	0.650972	0.004716	-2.442152
9.300000	0.651521	0.004712	-2.441688
9.400000	0.652042	0.004851	-2.442071
9.500000	0.652550	0.004776	-2.442131
9.600000	0.652981	0.004563	-2.442039
9.700000	0.653314	0.004731	-2.442407
9.800000	0.653843	0.003548	-2.441982
9.900000	0.654384	0.004645	-2.441864
10.000000	0.654894	0.004769	-2.441561
10.100000	0.655402	0.004740	-2.441428
10.200000	0.655951	0.004977	-2.441456
10.300000	0.656474	0.004947	-2.441362
10.400000	0.657028	0.004937	-2.441141
10.500000	0.657542	0.005053	-2.441156
10.600000	0.658044	0.004980	-2.441139
10.700000	0.658600	0.005058	-2.440961
10.800000	0.658860	0.004770	-2.440683
10.900000	0.659312	0.004933	-2.440449
11.000000	0.659872	0.005124	-2.440015
11.100000	0.660379	0.005131	-2.439659
11.200000	0.660898	0.005055	-2.439819
11.300000	0.661476	0.005262	-2.439769
11.400000	0.661971	0.005208	-2.439706
11.500000	0.662485	0.004927	-2.439768
11.600000	0.662986	0.004368	-2.439277
11.700000	0.663491	0.005074	-2.439704
11.800000	0.664053	0.005214	-2.439458
11.900000	0.664542	0.005118	-2.439575
12.000000	0.664789	0.005050	-2.439402
12.100000	0.665347	0.005312	-2.439098
12.200000	0.665849	0.005347	-2.439132
12.300000	0.666381	0.005255	-2.438686
12.400000	0.666904	0.005479	-2.438523
12.500000	0.667415	0.005422	-2.438244
12.600000	0.667931	0.005382	-2.438064
12.700000	0.668471	0.005567	-2.438059
12.800000	0.668978	0.005472	-2.437524
12.900000	0.669533	0.005535	-2.437497
13.000000	0.670052	0.005609	-2.437138
13.100000	0.670399	0.005170	-2.437088
13.200000	0.670799	0.005004	-2.436929
13.300000	0.671308	0.004880	-2.437085
13.400000	0.671838	0.005371	-2.436652
13.500000	0.672390	0.005641	-2.436357
13.600000	0.672872	0.005585	-2.436171
13.700000	0.673410	0.005616	-2.435921
13.800000	0.673946	0.005758	-2.435668
13.900000	0.674434	0.005670	-2.435334
14.000000	0.674969	0.005734	-2.435336
14.100000	0.675485	0.005830	-2.434906
14.200000	0.676002	0.005720	-2.434820
14.300000	0.676252	0.005527	-2.434566
14.400000	0.676725	0.005779	-2.434457
14.500000	0.677245	0.005762	-2.434304
14.600000	0.677779	0.005962	-2.434114
14.700000	0.678300	0.005945	-2.433709
14.800000	0.678840	0.005915	-2.433578
14.900000	0.679378	0.005577	-2.433132
15.000000	0.679875	0.005263	-2.432885
15.100000	0.680402	0.005903	-2.432540
15.200000	0.680923	0.006053	-2.432356
15.300000	0.681429	0.006016	-2.432104
15.400000	0.681902	0.005881	-2.431913
15.500000	0.682219	0.006014	-2.431764
15.600000	0.682734	0.005988	-2.431426
15.700000	0.683280	0.006211	-2.431087
15.800000	0.683801	0.006151	-2.431059
15.900000	0.684318	0.006122	-2.430813
16.000000	0.684856	0.006289	-2.430303
16.100000	0.685360	0.006249	-2.429805
16.200000	0.685924	0.006281	-2.429407
16.300000	0.686442	0.006364	-2.429066
16.400000	0.686936	0.006253	-2.429155
16.500000	0.687486	0.006400	-2.428511
16.600000	0.687738	0.005967	-2.428066
16.700000	0.688197	0.004757	-2.427858
16.800000	0.688723	0.005713	-2.427471
16.900000	0.689223	0.006205	-2.427502
17.000000	0.689749	0.006253	-2.427597
17.100000	0.690296	0.006442	-2.427237
17.200000	0.690792	0.006399	-2.426851
17.300000	0.691318	0.006418	-2.426549
17.400000	0.691845	0.006569	-2.426187
17.500000	0.692372	0.006494	-2.426306
17.600000	0.692920	0.006614	-2.425708
17.700000	0.693395	0.006379	-2.425626
17.800000	0.693642	0.006268	-2.425280
17.900000	0.694191	0.006603	-2.424677
18.000000	0.694711	0.006626	-2.424742
18.100000	0.695225	0.006554	-2.424469
18.200000	0.695776	0.006752	-2.424258
18.300000	0.696252	0.006655	-2.423912
18.400000	0.696800	0.006694	-2.423794
18.500000	0.697307	0.005868	-2.423632
18.600000	0.697841	0.006219	-2.423399
18.700000	0.698387	0.006671	-2.423309
18.800000	0.698896	0.006764	-2.423011
18.900000	0.699228	0.006291	-2.422516
19.000000	0.699654	0.006736	-2.422325
19.100000	0.700174	0.006785	-2.422282
19.200000	0.700746	0.006731	-2.421812
19.300000	0.701267	0.006914	-2.421483
19.400000	0.701795	0.006860	-2.421439
19.500000	0.702339	0.006884	-2.420826
19.600000	0.702873	0.007000	-2.420411
19.700000	0.703393	0.006913	-2.420359
19.800000	0.703948	0.007031	-2.420000
19.900000	0.704459	0.007047	-2.419877
20.000000	0.704974	0.006917	-2.419581
20.100000	0.705226	0.006668	-2.419165
20.200000	0.705718	0.006546	-2.419022
20.300000	0.706253	0.006251	-2.418815
20.400000	0.706787	0.006994	-2.418472
20.500000	0.707298	0.007003	-2.418379
20.600000	0.707852	0.007023	-2.418265
20.700000	0.708383	0.007161	-2.417941
20.800000	0.708881	0.007064	-2.417734
20.900000	0.709450	0.007178	-2.417292
21.000000	0.709958	0.007220	-2.417125
21.100000	0.710486	0.007140	-2.416558
21.200000	0.710913	0.006936	-2.416232
21.300000	0.711225	0.007049	-2.416018
21.400000	0.711756	0.007072	-2.416044
21.500000	0.712287	0.007263	-2.415733
21.600000	0.712804	0.007189	-2.415490
21.700000	0.713353	0.007199	-2.415182
21.800000	0.713883	0.007305	-2.415003
21.900000	0.714377	0.006071	-2.414862
22.000000	0.714927	0.007096	-2.414202
22.100000	0.715457	0.007249	-2.413600
22.200000	0.715952	0.007180	-2.413554
22.300000	0.716500	0.007376	-2.413328
22.400000	0.716767	0.006906	-2.412819
22.500000	0.717207	0.007113	-2.412567
22.600000	0.717758	0.007394	-2.412466
22.700000	0.718282	0.007345	-2.412236
22.800000	0.718806	0.007346	-2.411990
22.900000	0.719363	0.007475	-2.411695
23.000000	0.719859	0.007355	-2.411440
23.100000	0.720417	0.007467	-2.411301
23.200000	0.720931	0.007523	-2.411072
23.300000	0.721451	0.007410	-2.410618
23.400000	0.721951	0.007510	-2.410187
23.500000	0.722427	0.005955	-2.410110
23.600000	0.722677	0.006773	-2.409923
23.700000	0.723229	0.007372	-2.409542
23.800000	0.723734	0.007330	-2.409431
23.900000	0.724271	0.007356	-2.408970
24.000000	0.724800	0.007485	-2.408382
24.100000	0.725322	0.007430	-2.408236
24.200000	0.725871	0.007478	-2.408105
24.300000	0.726396	0.007562	-2.407661
24.400000	0.726903	0.007414	-2.407327
24.500000	0.727473	0.007578	-2.406939
24.600000	0.727981	0.007571	-2.406802
24.700000	0.728334	0.007037	-2.406705
24.800000	0.728742	0.007499	-2.406202
24.900000	0.729248	0.007487	-2.406209
25.000000	0.729778	0.007475	-2.405668
25.100000	0.730323	0.007608	-2.405391
25.200000	0.730828	0.006591	-2.405039
25.300000	0.731375	0.007009	-2.404662
25.400000	0.731897	0.007488	-2.404290
25.500000	0.732421	0.007409	-2.404076
25.600000	0.732968	0.007606	-2.403645
25.700000	0.733486	0.007628	-2.403279
25.800000	0.734005	0.007492	-2.403180
25.900000	0.734281	0.007225	-2.402925
26.000000	0.734746	0.007492	-2.402513
26.100000	0.735278	0.007476	-2.402539
26.200000	0.735828	0.007715	-2.402189
26.300000	0.736356	0.007589	-2.401714
26.400000	0.736903	0.007644	-2.401617
26.500000	0.737444	0.007744	-2.401270
26.600000	0.737970	0.007657	-2.400966
26.700000	0.738515	0.007756	-2.400987
26.800000	0.738995	0.007708	-2.400822
26.900000	0.739529	0.006486	-2.400610
27.000000	0.739981	0.007258	-2.400090
27.100000	0.740270	0.007461	-2.399820
27.200000	0.740812	0.007569	-2.399570
27.300000	0.741341	0.007730	-2.399170
27.400000	0.741827	0.007681	-2.398679
27.500000	0.742361	0.007705	-2.398417
27.600000	0.742879	0.007824	-2.398197
27.700000	0.743392	0.007694	-2.397990
27.800000	0.743925	0.007824	-2.397599
27.900000	0.744438	0.007819	-2.397405
28.000000	0.744966	0.007705	-2.396780
28.100000	0.745514	0.007883	-2.396576
28.200000	0.745790	0.007344	-2.396542
28.300000	0.746244	0.007606	-2.396408
28.400000	0.746792	0.007846	-2.396217
28.500000	0.747269	0.007726	-2.396121
28.600000	0.747847	0.006615	-2.395748
28.700000	0.748359	0.007642	-2.395350
28.800000	0.748883	0.007657	-2.395114
28.900000	0.749448	0.007823	-2.394910
29.000000	0.749968	0.007856	-2.394689
29.100000	0.750494	0.007752	-2.394110
29.200000	0.751033	0.007970	-2.394194
29.300000	0.751503	0.007688	-2.393758
29.400000	0.751768	0.007528	-2.393500
29.500000	0.752306	0.007889	-2.393186
29.600000	0.752797	0.007796	-2.392848
29.700000	0.753336	0.007863	-2.392631
29.800000	0.753874	0.008008	-2.392374
29.900000	0.754400	0.007893	-2.391980
30.000000	0.754944	0.007974	-2.391437
30.100000	0.755454	0.008009	-2.391380
30.200000	0.755988	0.007575	-2.390907
30.300000	0.756542	0.007003	-2.390821
30.400000	0.757030	0.007842	-2.390620
30.500000	0.757387	0.007443	-2.390308
30.600000	0.757761	0.007895	-2.390448
30.700000	0.758269	0.007898	-2.390174
30.800000	0.758809	0.007940	-2.389787
30.900000	0.759330	0.008079	-2.389455
31.000000	0.759859	0.007950	-2.388899
31.100000	0.760402	0.008071	-2.388746
31.200000	0.760914	0.008087	-2.388753
31.300000	0.761433	0.008007	-2.388399
31.400000	0.761978	0.008221	-2.387960
31.500000	0.762450	0.008148	-2.387828
31.600000	0.762961	0.008062	-2.387390
31.700000	0.763208	0.007788	-2.386992
31.800000	0.763650	0.008060	-2.386819
31.900000	0.764200	0.007143	-2.386734
32.000000	0.764718	0.007772	-2.386541
32.100000	0.765241	0.008024	-2.386313
32.200000	0.765799	0.008188	-2.385927
32.300000	0.766319	0.008235	-2.385831
32.400000	0.766831	0.008175	-2.385753
32.500000	0.767391	0.008374	-2.385589
32.600000	0.767924	0.008320	-2.385261
32.700000	0.768452	0.008248	-2.384826
32.800000	0.768882	0.008083	-2.384835
32.900000	0.769186	0.008150	-2.384537
33.000000	0.769698	0.008264	-2.384516
33.100000	0.770245	0.008425	-2.384249
33.200000	0.770762	0.008330	-2.384239
33.300000	0.771309	0.008444	-2.383551
33.400000	0.771822	0.008522	-2.383301
33.500000	0.772356	0.007369	-2.383165
33.600000	0.772900	0.008136	-2.382681
33.700000	0.773426	0.008415	-2.382833
33.800000	0.773979	0.008408	-2.382557
33.900000	0.774535	0.008641	-2.382469
34.000000	0.774840	0.008132	-2.382399
34.100000	0.775268	0.008426	-2.381861
34.200000	0.775816	0.008660	-2.381791
34.300000	0.776324	0.008583	-2.381554
34.400000	0.776864	0.008671	-2.381303
34.500000	0.777399	0.008768	-2.380930
34.600000	0.777923	0.008638	-2.380832
34.700000	0.778470	0.008794	-2.380395
34.800000	0.778988	0.008834	-2.380268
34.900000	0.779512	0.008726	-2.380245
35.000000	0.780075	0.008983	-2.379844
35.100000	0.780535	0.008724	-2.379706
35.200000	0.780788	0.008094	-2.379522
35.300000	0.781292	0.008180	-2.379252
35.400000	0.781758	0.008737	-2.379021
35.500000	0.782250	0.008929	-2.378734
35.600000	0.782749	0.009040	-2.378300
35.700000	0.783239	0.008933	-2.378360
35.800000	0.783733	0.009088	-2.378152
35.900000	0.784236	0.009134	-2.377605
36.000000	0.784739	0.009043	-2.377510
36.100000	0.785316	0.009303	-2.377362
36.200000	0.785814	0.009232	-2.377345
36.300000	0.786193	0.008825	-2.377049
36.400000	0.786546	0.009234	-2.376741
36.500000	0.787047	0.009246	-2.376465
36.600000	0.787618	0.009350	-2.376116
36.700000	0.788149	0.009468	-2.376146
36.800000	0.788672	0.009367	-2.376073
36.900000	0.789213	0.008710	-2.376060
37.000000	0.789744	0.009006	-2.375970
37.100000	0.790260	0.009382	-2.375764
37.200000	0.790834	0.009682	-2.375193
37.300000	0.791318	0.009624	-2.374917
37.400000	0.791830	0.009642	-2.374472
37.500000	0.792099	0.009392	-2.374118
37.600000	0.792588	0.009695	-2.374005
37.700000	0.793137	0.009807	-2.374081
37.800000	0.793666	0.009946	-2.374076
37.900000	0.794190	0.009897	-2.373782
38.000000	0.794734	0.010090	-2.373589
38.100000	0.795239	0.010127	-2.373347
38.200000	0.795755	0.010073	-2.373149
38.300000	0.796300	0.010328	-2.373031
38.400000	0.796796	0.010324	-2.372644
38.500000	0.797340	0.010326	-2.372602
38.600000	0.797616	0.009168	-2.372297
38.700000	0.798083	0.009927	-2.372201
38.800000	0.798635	0.010399	-2.372026
38.900000	0.799154	0.010602	-2.371724
39.000000	0.799671	0.010564	-2.371534
39.100000	0.800249	0.010803	-2.371304
39.200000	0.800755	0.010881	-2.370902
39.300000	0.801271	0.010820	-2.370645
39.400000	0.801813	0.011066	-2.370351
39.500000	0.802316	0.011080	-2.370083
39.600000	0.802868	0.011118	-2.370174
39.700000	0.803334	0.011040	-2.370059
39.800000	0.803601	0.011087	-2.370000
39.900000	0.804100	0.011286	-2.369636
40.000000	0.804620	0.011505	-2.369572
40.100000	0.805115	0.011472	-2.369174
40.200000	0.805676	0.011173	-2.369041
40.300000	0.806202	0.010783	-2.368853
40.400000	0.806707	0.011559	-2.368568
40.500000	0.807283	0.011910	-2.368347
40.600000	0.807779	0.011996	-2.368097
40.700000	0.808338	0.012052	-2.368006
40.800000	0.808885	0.012330	-2.367885
40.900000	0.809183	0.011880	-2.367563
41.000000	0.809616	0.012282	-2.367394
41.100000	0.810149	0.012517	-2.367399
41.200000	0.810665	0.012529	-2.366984
41.300000	0.811218	0.012744	-2.366765
41.400000	0.811732	0.012879	-2.366537
41.500000	0.812259	0.012881	-2.366251
41.600000	0.812803	0.013209	-2.366125
41.700000	0.813319	0.013285	-2.365885
41.800000	0.813873	0.013312	-2.365819
41.900000	0.814409	0.012307	-2.365447
42.000000	0.814862	0.013213	-2.365470
42.100000	0.815123	0.013283	-2.365206
42.200000	0.815646	0.013799	-2.364886
42.300000	0.816167	0.013880	-2.364757
42.400000	0.816727	0.014163	-2.364669
42.500000	0.817227	0.014276	-2.364319
42.600000	0.817744	0.014334	-2.364250
42.700000	0.818306	0.014674	-2.364172
42.800000	0.818825	0.014790	-2.363644
42.900000	0.819364	0.014878	-2.363362
43.000000	0.819896	0.015201	-2.363205
43.100000	0.820420	0.015262	-2.362969
43.200000	0.820811	0.015030	-2.362797
43.300000	0.821159	0.015504	-2.362795
43.400000	0.821684	0.015597	-2.362878
43.500000	0.822227	0.015830	-2.362443
43.600000	0.822750	0.014739	-2.362555
43.700000	0.823249	0.015906	-2.362172
43.800000	0.823812	0.016392	-2.361823
43.900000	0.824312	0.016587	-2.361477
44.000000	0.824820	0.016721	-2.361123
44.100000	0.825365	0.017123	-2.361050
44.200000	0.825892	0.017252	-2.360639
44.300000	0.826412	0.017431	-2.360541
44.400000	0.826705	0.017259	-2.360234
44.500000	0.827147	0.017618	-2.359961
44.600000	0.827681	0.017900	-2.359801
44.700000	0.828194	0.018195	-2.359653
44.800000	0.828703	0.018298	-2.359500
44.900000	0.829258	0.018679	-2.359316
45.000000	0.829772	0.018864	-2.358939
45.100000	0.830302	0.018983	-2.358691
45.200000	0.830858	0.019401	-2.358788
45.300000	0.831372	0.018433	-2.358400
45.400000	0.831926	0.019584	-2.358421
45.500000	0.832367	0.019750	-2.358078
45.600000	0.832624	0.019862	-2.357844
45.700000	0.833168	0.020305	-2.357692
45.800000	0.833684	0.020618	-2.357523
45.900000	0.834195	0.020756	-2.357253
46.000000	0.834761	0.021160	-2.357407
46.100000	0.835259	0.021385	-2.356970
46.200000	0.835785	0.021551	-2.356936
46.300000	0.836332	0.022026	-2.356745
46.400000	0.836843	0.022189	-2.356407
46.500000	0.837393	0.022461	-2.356206
46.600000	0.837905	0.022803	-2.356282
46.700000	0.838207	0.022557	-2.356035
46.800000	0.838643	0.023103	-2.355727
46.900000	0.839157	0.023419	-2.355470
47.000000	0.839696	0.022284	-2.355209
47.100000	0.840260	0.023843	-2.354982
47.200000	0.840780	0.024268	-2.355055
47.300000	0.841316	0.024504	-2.355142
47.400000	0.841877	0.025020	-2.354917
47.500000	0.842361	0.025280	-2.354799
47.600000	0.842887	0.025537	-2.354628
47.700000	0.843410	0.026029	-2.354443
47.800000	0.843911	0.026130	-2.354186
47.900000	0.844135	0.026155	-2.354043
48.000000	0.844636	0.026760	-2.353764
48.100000	0.845146	0.027010	-2.353628
48.200000	0.845668	0.027488	-2.353672
48.300000	0.846163	0.027844	-2.353671
48.400000	0.846715	0.028168	-2.353476
48.500000	0.847287	0.028710	-2.353184
48.600000	0.847763	0.028992	-2.353244
48.700000	0.848310	0.028077	-2.352900
48.800000	0.848851	0.029546	-2.352640
48.900000	0.849343	0.029968	-2.352713
49.000000	0.849790	0.030061	-2.352600
49.100000	0.850080	0.030568	-2.352397
49.200000	0.850588	0.030894	-2.352099
49.300000	0.851138	0.031440	-2.351924
49.400000	0.851667	0.031868	-2.351601
49.500000	0.852197	0.032184	-2.351333
49.600000	0.852767	0.032788	-2.351249
49.700000	0.853266	0.033132	-2.351305
49.800000	0.853813	0.033484	-2.351088
49.900000	0.854347	0.034102	-2.350621
50.000000	0.854879	0.034440	-2.350301
50.100000	0.855404	0.034903	-2.350158
50.200000	0.855666	0.034829	-2.350058
50.300000	0.856093	0.035375	-2.350072
50.400000	0.856641	0.035071	-2.349862
50.500000	0.857140	0.035762	-2.349838
50.600000	0.857669	0.036682	-2.349598
50.700000	0.858230	0.037373	-2.349313
50.800000	0.858757	0.037807	-2.349079
50.900000	0.859277	0.038228	-2.348594
51.000000	0.859841	0.038912	-2.348581
51.100000	0.860346	0.039290	-2.348319
51.200000	0.860888	0.039814	-2.348407
51.300000	0.861342	0.040121	-2.348024
51.400000	0.861595	0.040291	-2.347992
51.500000	0.862129	0.040987	-2.347955
51.600000	0.862664	0.041518	-2.347804
51.700000	0.863156	0.041907	-2.347449
51.800000	0.863716	0.042574	-2.347332
51.900000	0.864231	0.042996	-2.347573
52.000000	0.864769	0.043482	-2.347415
52.100000	0.865328	0.042992	-2.347060
52.200000	0.865835	0.044115	-2.346699
52.300000	0.866409	0.045013	-2.346756
52.400000	0.866932	0.045698	-2.346837
52.500000	0.867257	0.045683	-2.346754
52.600000	0.867670	0.046473	-2.346560
52.700000	0.868201	0.047108	-2.346479
52.800000	0.868732	0.047575	-2.346015
52.900000	0.869286	0.048347	-2.345929
53.000000	0.869791	0.048921	-2.345549
53.100000	0.870337	0.049501	-2.345444
53.200000	0.870894	0.050255	-2.345292
53.300000	0.871388	0.050803	-2.345100
53.400000	0.871943	0.051426	-2.344865
53.500000	0.872480	0.052190	-2.345047
53.600000	0.872993	0.052670	-2.344970
53.700000	0.873245	0.052820	-2.344745
53.800000	0.873753	0.052326	-2.344308
53.900000	0.874257	0.053588	-2.344189
54.000000	0.874820	0.054871	-2.344156
54.100000	0.875327	0.055583	-2.343902
54.200000	0.875856	0.056213	-2.344102
54.300000	0.876400	0.057049	-2.343579
54.400000	0.876891	0.057651	-2.343538
54.500000	0.877414	0.058353	-2.343499
54.600000	0.877984	0.059236	-2.343107
54.700000	0.878500	0.059807	-2.342702
54.800000	0.878933	0.060195	-2.342722
54.900000	0.879258	0.060809	-2.342560
55.000000	0.879764	0.061458	-2.342505
55.100000	0.880336	0.062375	-2.342034
55.200000	0.880846	0.063069	-2.341945
55.300000	0.881356	0.063753	-2.341920
55.400000	0.881913	0.064669	-2.341980
55.500000	0.882397	0.064993	-2.342127
55.600000	0.882943	0.065208	-2.341910
55.700000	0.883502	0.066849	-2.341967
55.800000	0.884012	0.067583	-2.341655
55.900000	0.884532	0.068432	-2.341085
56.000000	0.884807	0.068589	-2.341055
56.100000	0.885250	0.069391	-2.340900
56.200000	0.885818	0.070464	-2.340945
56.300000	0.886309	0.071238	-2.340544
56.400000	0.886821	0.071957	-2.340098
56.500000	0.887339	0.072970	-2.340199
56.600000	0.887855	0.073693	-2.340074
56.700000	0.888403	0.074588	-2.340022
56.800000	0.888933	0.075535	-2.339705
56.900000	0.889437	0.076207	-2.339593
57.000000	0.889980	0.077166	-2.339571
57.100000	0.890426	0.077823	-2.339589
57.200000	0.890686	0.077876	-2.339285
57.300000	0.891262	0.078171	-2.339429
57.400000	0.891774	0.079957	-2.339225
57.500000	0.892292	0.080823	-2.339247
57.600000	0.892854	0.081958	-2.339249
57.700000	0.893357	0.082800	-2.339269
57.800000	0.893900	0.083712	-2.338990
57.900000	0.894446	0.084773	-2.338705
58.000000	0.894925	0.085595	-2.338299
58.100000	0.895476	0.086614	-2.338195
58.200000	0.896012	0.087647	-2.338053
58.300000	0.896330	0.087847	-2.337955
58.400000	0.896750	0.088844	-2.337620
58.500000	0.897255	0.089785	-2.337363
58.600000	0.897793	0.090677	-2.337492
58.700000	0.898345	0.091851	-2.337364
58.800000	0.898859	0.092758	-2.337195
58.900000	0.899383	0.092645	-2.337304
59.000000	0.899915	0.094574	-2.337404
59.100000	0.900423	0.095640	-2.337163
59.200000	0.900994	0.096795	-2.337200
59.300000	0.901548	0.097915	-2.336752
59.400000	0.902058	0.098787	-2.336530
59.500000	0.902287	0.099069	-2.336122
59.600000	0.902783	0.100228	-2.336068
59.700000	0.903310	0.101196	-2.336207
59.800000	0.903867	0.102440	-2.336265
59.900000	0.904356	0.103369	-2.335928
60.000000	0.904879	0.104396	-2.335687
60.100000	0.905397	0.105570	-2.335443
60.200000	0.905917	0.106573	-2.335503
60.300000	0.906474	0.107704	-2.335421
60.400000	0.907004	0.108855	-2.335346
60.500000	0.907498	0.109819	-2.335230
60.600000	0.907921	0.109400	-2.335270
60.700000	0.908217	0.111030	-2.335228
60.800000	0.908750	0.112234	-2.335093
60.900000	0.909318	0.113595	-2.334518
61.000000	0.909812	0.114657	-2.334442
61.100000	0.910323	0.115707	-2.334620
61.200000	0.910857	0.116980	-2.334770
61.300000	0.911409	0.118130	-2.334447
61.400000	0.911969	0.119321	-2.334368
61.500000	0.912497	0.120580	-2.333840
61.600000	0.913004	0.121628	-2.333845
61.700000	0.913562	0.122946	-2.333862
61.800000	0.913840	0.123250	-2.333447
61.900000	0.914283	0.124334	-2.333427
62.000000	0.914841	0.125722	-2.333261
62.100000	0.915339	0.126787	-2.333156
62.200000	0.915894	0.127765	-2.332876
62.300000	0.916435	0.128283	-2.332795
62.400000	0.916954	0.130327	-2.332622
62.500000	0.917508	0.131690	-2.332513
62.600000	0.918033	0.132992	-2.332353
62.700000	0.918542	0.134140	-2.332605
62.800000	0.919094	0.135539	-2.332367
62.900000	0.919567	0.136502	-2.332073
63.000000	0.919815	0.136898	-2.331941
63.100000	0.920365	0.138375	-2.331725
63.200000	0.920875	0.139570	-2.331638
63.300000	0.921413	0.140785	-2.331308
63.400000	0.921977	0.142242	-2.331328
63.500000	0.922474	0.143408	-2.331845
63.600000	0.923032	0.144753	-2.331464
63.700000	0.923562	0.146066	-2.331244
63.800000	0.924052	0.147244	-2.331194
63.900000	0.924623	0.147793	-2.331043
64.000000	0.925122	0.149265	-2.330896
64.100000	0.925482	0.150223	-2.330694
64.200000	0.925883	0.151424	-2.330300
64.300000	0.926385	0.152681	-2.330484
64.400000	0.926923	0.154063	-2.330513
64.500000	0.927459	0.155580	-2.330402
64.600000	0.927956	0.156817	-2.330365
64.700000	0.928489	0.158188	-2.330117
64.800000	0.929014	0.159642	-2.329981
64.900000	0.929525	0.160800	-2.329907
65.000000	0.930072	0.162254	-2.329730
65.100000	0.930593	0.163622	-2.329554
65.200000	0.931112	0.164823	-2.329385
65.300000	0.931352	0.165192	-2.329167
65.400000	0.931843	0.166573	-2.328902
65.500000	0.932359	0.167867	-2.328760
65.600000	0.932911	0.168076	-2.328445
65.700000	0.933417	0.170029	-2.328330
65.800000	0.933975	0.171966	-2.328205
65.900000	0.934507	0.173492	-2.328271
66.000000	0.935022	0.174750	-2.328231
66.100000	0.935567	0.176254	-2.327938
66.200000	0.936095	0.177645	-2.327636
66.300000	0.936604	0.178953	-2.327436
66.400000	0.937043	0.180007	-2.327025
