#L	H	K	Y	I	error	LB	dL
0.6999994655466864	3.0	1.0	0.0	0.0033510692186089117	7.473418624787136e-06	1.0	2.0
0.7399980194455695	3.0	1.0	0.0	0.004601043497867743	9.018536594686478e-06	1.0	2.0
0.7799993420673829	3.0	1.0	0.0	0.006571742390073727	1.1068983234653594e-05	1.0	2.0
0.8199989567037768	3.0	1.0	0.0	0.009865783529164273	1.3921282257253073e-05	1.0	2.0
0.8599989704805144	3.0	1.0	0.0	0.017199670595015672	1.8860489639243975e-05	1.0	2.0
0.9000009650761194	3.0	1.0	0.0	0.03385296765283235	2.7083767057210685e-05	1.0	2.0
1.100000039724417	3.0	1.0	0.0	0.03876442229307727	3.209798228137341e-05	1.0	2.0
1.144999898031458	3.0	1.0	0.0	0.015688505181715752	2.0847192251271874e-05	1.0	2.0
1.19000190574214	3.0	1.0	0.0	0.008085880025934042	1.5251446544747404e-05	1.0	2.0
1.23499991706213	3.0	1.0	0.0	0.004936658058606063	1.214717424848177e-05	1.0	2.0
1.279997444498239	3.0	1.0	0.0	0.0028967509432982984	9.479707857952685e-06	1.0	2.0
1.324999575260008	3.0	1.0	0.0	0.001991948699737947	7.996382343310335e-06	1.0	2.0
1.369997843417275	3.0	1.0	0.0	0.0014048609761801553	6.834648445444764e-06	1.0	2.0
1.414995179522247	3.0	1.0	0.0	0.0010458048357772504	5.992838926648393e-06	1.0	2.0
1.459998928432405	3.0	1.0	0.0	0.0008039885337167315	5.343740990042296e-06	1.0	2.0
1.505000278718842	3.0	1.0	0.0	0.0007461492865151918	5.225384429354963e-06	1.0	2.0
1.549997158702049	3.0	1.0	0.0	0.000616055634958396	4.822142830547572e-06	1.0	2.0
1.594998311005016	3.0	1.0	0.0	0.000485245476978476	4.342873752125842e-06	1.0	2.0
1.640004013497165	3.0	1.0	0.0	0.00044728392780118926	4.224196157594444e-06	1.0	2.0
1.685003702031713	3.0	1.0	0.0	0.0003775631591036419	3.927608293134026e-06	1.0	2.0
1.729999668666118	3.0	1.0	0.0	0.0003187974443680389	3.6662275520669717e-06	1.0	2.0
1.775001714447025	3.0	1.0	0.0	0.0002670741820332288	3.397044402651863e-06	1.0	2.0
1.82000103748438	3.0	1.0	0.0	0.0002545158017474845	3.352053792276289e-06	1.0	2.0
1.865003154032258	3.0	1.0	0.0	0.00018264951654696124	2.880099031900067e-06	1.0	2.0
1.910001684197328	3.0	1.0	0.0	0.00022153751397804296	3.211567498356611e-06	1.0	2.0
1.954998850324337	3.0	1.0	0.0	0.00021502789319931967	3.191967187230859e-06	1.0	2.0
2.045003167946288	3.0	1.0	0.0	0.00016946783827539958	2.894682017165461e-06	1.0	2.0
2.134999506724767	3.0	1.0	0.0	0.00018856528436867872	3.121714481857779e-06	1.0	2.0
2.180002993541342	3.0	1.0	0.0	0.0002052823745421853	3.291681428064734e-06	1.0	2.0
2.224994372938232	3.0	1.0	0.0	0.00014372945947173756	2.7826984886522485e-06	1.0	2.0
2.269996061331618	3.0	1.0	0.0	0.00019746528968606314	3.2926479746439756e-06	1.0	2.0
2.315002472686245	3.0	1.0	0.0	0.0002302609720342626	3.593426376343255e-06	1.0	2.0
2.359998355433143	3.0	1.0	0.0	0.00026997218137191233	3.926906624197953e-06	1.0	2.0
2.404998023224802	3.0	1.0	0.0	0.0002749496517157188	3.992675927441002e-06	1.0	2.0
2.449995325018496	3.0	1.0	0.0	0.0002989597017295201	4.208388233051037e-06	1.0	2.0
2.495000945335173	3.0	1.0	0.0	0.0005839193478324698	5.932957003540571e-06	1.0	2.0
2.539997668802759	3.0	1.0	0.0	0.0006200694692562177	6.168861006995125e-06	1.0	2.0
2.584998230816675	3.0	1.0	0.0	0.0007794893691346338	6.985154077718649e-06	1.0	2.0
2.629997704028361	3.0	1.0	0.0	0.0010656394830673738	8.238966412659479e-06	1.0	2.0
2.675006859163358	3.0	1.0	0.0	0.0013071983652457927	9.191937457293697e-06	1.0	2.0
2.71999972224882	3.0	1.0	0.0	0.0018480904604695567	1.103177985784984e-05	1.0	2.0
2.764991456195397	3.0	1.0	0.0	0.0026143097419432672	1.3215614238237745e-05	1.0	2.0
2.810005225646806	3.0	1.0	0.0	0.004179695870732382	1.6860579503158653e-05	1.0	2.0
2.85499889157476	3.0	1.0	0.0	0.0073559189741861045	2.253422531942466e-05	1.0	2.0
2.899998696692758	3.0	1.0	0.0	0.015858921081500707	3.3371988146959836e-05	1.0	2.0
3.099996396798675	3.0	1.0	0.0	0.01326819240953957	3.153416519247117e-05	1.0	2.0
3.149998550752754	3.0	1.0	0.0	0.005105941483917593	1.9710814258997738e-05	1.0	2.0
3.199999612411026	3.0	1.0	0.0	0.0025789027865314234	1.4119353999270115e-05	1.0	2.0
3.249997009544134	3.0	1.0	0.0	0.0014592751732112768	1.0707634349798063e-05	1.0	2.0
3.300006745318028	3.0	1.0	0.0	0.0008838841683857352	8.396519029155435e-06	1.0	2.0
3.349995430314913	3.0	1.0	0.0	0.0005326638082407036	6.566426527242665e-06	1.0	2.0
3.400001621858245	3.0	1.0	0.0	0.0003868071533246661	5.640052954269456e-06	1.0	2.0
3.449994659889262	3.0	1.0	0.0	0.00028862195831074464	4.899677737238578e-06	1.0	2.0
