0.25000 0.00000 0.00000 0.00000 33.41393 2.48706 2.00000 2.00000
0.29000 0.00000 0.00000 0.00000 13.97000 0.98266 2.00000 2.00000
0.37000 0.00000 0.00000 0.00000 1.99436 0.12397 2.00000 2.00000
0.49000 0.00000 0.00000 0.00000 1.18995 0.05936 2.00000 2.00000
0.61000 0.00000 0.00000 0.00000 0.31183 0.01173 2.00000 2.00000
0.73000 0.00000 0.00000 0.00000 0.14140 0.00358 2.00000 2.00000
#1.21000 0.00000 0.00000 0.00000 0.22206 0.00811 2.00000 2.00000
0.85000 0.00000 0.00000 0.00000 0.07323 0.00096 2.00000 2.00000
1.09000 0.00000 0.00000 0.00000 0.14230 0.00382 2.00000 2.00000
1.21000 0.00000 0.00000 0.00000 0.21862 0.00798 2.00000 2.00000
1.33000 0.00000 0.00000 0.00000 0.30766 0.01420 2.00000 2.00000
1.45000 0.00000 0.00000 0.00000 0.40428 0.02256 2.00000 2.00000
1.57000 0.00000 0.00000 0.00000 0.51679 0.03382 2.00000 2.00000
1.69000 0.00000 0.00000 0.00000 0.70121 0.05265 2.00000 2.00000
1.73000 0.00000 0.00000 0.00000 0.80037 0.06267 2.00000 2.00000
1.77000 0.00000 0.00000 0.00000 0.93051 0.07585 2.00000 2.00000
1.81000 0.00000 0.00000 0.00000 1.07278 0.09090 2.00000 2.00000
1.85000 0.00000 0.00000 0.00000 1.36753 0.12027 2.00000 2.00000
1.89000 0.00000 0.00000 0.00000 1.87151 0.17061 2.00000 2.00000
2.09000 0.00000 0.00000 0.00000 0.81892 0.07526 2.00000 2.00000
2.13000 0.00000 0.00000 0.00000 0.27207 0.02402 2.00000 2.00000
2.17000 0.00000 0.00000 0.00000 0.15696 0.01329 2.00000 2.00000
2.21000 0.00000 0.00000 0.00000 0.09560 0.00775 2.00000 2.00000
2.25000 0.00000 0.00000 0.00000 0.07269 0.00563 2.00000 2.00000
2.29000 0.00000 0.00000 0.00000 0.06441 0.00476 2.00000 2.00000
2.41000 0.00000 0.00000 0.00000 0.06569 0.00414 2.00000 2.00000
2.53000 0.00000 0.00000 0.00000 0.07815 0.00409 2.00000 2.00000
2.65000 0.00000 0.00000 0.00000 0.07873 0.00327 2.00000 2.00000
2.77000 0.00000 0.00000 0.00000 0.08024 0.00246 2.00000 2.00000
2.89000 0.00000 0.00000 0.00000 0.08169 0.00163 2.00000 2.00000
3.13000 0.00000 0.00000 0.00000 0.09234 0.00200 2.00000 2.00000
3.25000 0.00000 0.00000 0.00000 0.10676 0.00347 2.00000 2.00000
3.37000 0.00000 0.00000 0.00000 0.12219 0.00529 2.00000 2.00000
3.49000 0.00000 0.00000 0.00000 0.15199 0.00822 2.00000 2.00000
3.61000 0.00000 0.00000 0.00000 0.20581 0.01336 2.00000 2.00000
3.73000 0.00000 0.00000 0.00000 0.33268 0.02518 2.00000 2.00000
3.77000 0.00000 0.00000 0.00000 0.42257 0.03351 2.00000 2.00000
3.81000 0.00000 0.00000 0.00000 0.59513 0.04934 2.00000 2.00000
3.85000 0.00000 0.00000 0.00000 0.85257 0.07375 2.00000 2.00000
3.89000 0.00000 0.00000 0.00000 1.30108 0.11723 2.00000 2.00000
3.93000 0.00000 0.00000 0.00000 3.11982 0.29233 2.00000 2.00000
4.05000 0.00000 0.00000 0.00000 7.40575 0.70725 2.00000 2.00000
4.09000 0.00000 0.00000 0.00000 2.16034 0.19854 2.00000 2.00000
4.13000 0.00000 0.00000 0.00000 0.96955 0.08561 2.00000 2.00000
4.17000 0.00000 0.00000 0.00000 0.51051 0.04324 2.00000 2.00000
4.21000 0.00000 0.00000 0.00000 0.30633 0.02484 2.00000 2.00000
4.25000 0.00000 0.00000 0.00000 0.20060 0.01555 2.00000 2.00000
4.29000 0.00000 0.00000 0.00000 0.13606 0.01005 2.00000 2.00000
4.33000 0.00000 0.00000 0.00000 0.09053 0.00636 2.00000 2.00000
4.45000 0.00000 0.00000 0.00000 0.03132 0.00186 2.00000 2.00000
4.57000 0.00000 0.00000 0.00000 0.00996 0.00048 2.00000 2.00000
4.69000 0.00000 0.00000 0.00000 0.00608 0.00023 2.00000 2.00000
4.81000 0.00000 0.00000 0.00000 0.00163 0.00004 2.00000 2.00000
4.93000 0.00000 0.00000 0.00000 0.00378 0.00006 2.00000 2.00000
5.05000 0.00000 0.00000 0.00000 0.01093 0.00016 2.00000 2.00000
5.17000 0.00000 0.00000 0.00000 0.01584 0.00040 2.00000 2.00000
5.29000 0.00000 0.00000 0.00000 0.04243 0.00153 2.00000 2.00000
5.41000 0.00000 0.00000 0.00000 0.09327 0.00437 2.00000 2.00000
5.53000 0.00000 0.00000 0.00000 0.19466 0.01123 2.00000 2.00000
5.65000 0.00000 0.00000 0.00000 0.42802 0.02932 2.00000 2.00000
5.73000 0.00000 0.00000 0.00000 0.80402 0.06086 2.00000 2.00000
5.77000 0.00000 0.00000 0.00000 1.18346 0.09385 2.00000 2.00000
5.81000 0.00000 0.00000 0.00000 1.79858 0.14910 2.00000 2.00000
5.85000 0.00000 0.00000 0.00000 3.06218 0.26488 2.00000 2.00000
5.89000 0.00000 0.00000 0.00000 5.38617 0.48529 2.00000 2.00000
5.93000 0.00000 0.00000 0.00000 12.47325 1.16874 2.00000 2.00000
6.05000 0.00000 0.00000 0.00000 53.60131 5.11893 2.00000 2.00000
6.09000 0.00000 0.00000 0.00000 16.63972 1.52919 2.00000 2.00000
6.13000 0.00000 0.00000 0.00000 8.01931 0.70811 2.00000 2.00000
6.17000 0.00000 0.00000 0.00000 4.82447 0.40863 2.00000 2.00000
6.21000 0.00000 0.00000 0.00000 3.31775 0.26907 2.00000 2.00000
6.25000 0.00000 0.00000 0.00000 2.42645 0.18805 2.00000 2.00000
