#Parameter Value Fit Min Max Error
inst.set_inten	1	True	0	10	-
rgh.setWt1	0.25	False	0.0	0.5	-
rgh.setBeta	0.0	True	0.0	0.2	-
rgh.setMu	20.0	True	0.0	100.0	-
	0	False	0	0	-
gp_Otop_layer_1.setdz	0.0	True	-0.01	0.01	-
gp_AlSi_1_layer_1.setdz	0.0	True	-0.01	0.01	-
gp_Octt_layer_1.setdz	0.0	True	-0.01	0.01	-
gp_AlAl_2_layer_1.setdz	0.0	True	-0.01	0.01	-
gp_Octa_layer_1.setdz	0.0	True	-0.01	0.01	-
gp_AlSi_3_layer_1.setdz	0.0	True	-0.01	0.01	-
gp_Obas_layer_1.setdz	0.0	True	-0.01	0.01	-
gp_K_layer_1.setdz	0.0	True	-0.01	0.01	-
gp_Otop_layer_2.setdz	0.0	True	-0.01	0.01	-
gp_AlSi_1_layer_2.setdz	0.0	True	-0.01	0.01	-
gp_Octt_layer_2.setdz	0.0	True	-0.01	0.01	-
gp_AlAl_2_layer_2.setdz	0.0	True	-0.01	0.01	-
gp_Octa_layer_2.setdz	0.0	True	-0.01	0.01	-
gp_AlSi_3_layer_2.setdz	0.0	True	-0.01	0.01	-
gp_Obas_layer_2.setdz	0.0	True	-0.01	0.01	-
gp_K_layer_2.setdz	0.0	True	-0.01	0.01	-
gp_Otop_layer_3.setdz	0.0	True	-0.01	0.01	-
gp_AlSi_1_layer_3.setdz	0.0	True	-0.01	0.01	-
gp_Octt_layer_3.setdz	0.0	True	-0.01	0.01	-
gp_AlAl_2_layer_3.setdz	0.0	True	-0.01	0.01	-
gp_Octa_layer_3.setdz	0.0	True	-0.01	0.01	-
gp_AlSi_3_layer_3.setdz	0.0	True	-0.01	0.01	-
gp_Obas_layer_3.setdz	0.0	True	-0.01	0.01	-
gp_K_layer_3.setdz	0.0	True	-0.01	0.01	-
	0	False	0	0	-
Gaussian_O_1_D1.setu	0.5	True	0.01	100.0	-
Gaussian_O_1_D1.setoc	1.0	True	0.0	200.0	-
	0	False	0	0	-
Gaussian_O_2_D1.setu	0.5	True	0.01	100.0	-
Gaussian_O_2_D1.setoc	1.0	True	0.0	200.0	-
	0	False	0	0	-
Gaussian_O_3_D1.setu	0.5	True	0.01	100.0	-
Gaussian_O_3_D1.setoc	1.0	True	0.0	200.0	-
	0	False	0	0	-
Gaussian_O_4_D1.setu	0.5	True	0.01	100.0	-
Gaussian_O_4_D1.setoc	1.0	True	0.0	200.0	-
	0	False	0	0	-
Gaussian_O_5_D1.setu	0.5	True	0.01	100.0	-
Gaussian_O_5_D1.setoc	1.0	True	0.0	200.0	-
	0	False	0	0	-
Gaussian_O_6_D1.setu	0.5	True	0.01	100.0	-
Gaussian_O_6_D1.setoc	1.0	True	0.0	200.0	-
	0	False	0	0	-
