# rodscan: ['L', 'H', 'K', 0, 'F', 'Ferr', 'BL', 'dL']
# Escan: ['E', 'H', 'K', 'L', 'F', 'Ferr', 'BL', 'dL']
3.73100000  0.00  2.00  0.00 4.21770780 0.06762878 1.72180000 2.00000000
3.77100000  0.00  2.00  0.00 1.01985956 0.01680221 1.72180000 2.00000000
3.81100000  0.00  2.00  0.00 0.55292510 0.00977016 1.72180000 2.00000000
3.85100000  0.00  2.00  0.00 0.37363243 0.00709046 1.72180000 2.00000000
3.89100000  0.00  2.00  0.00 0.27265088 0.00560594 1.72180000 2.00000000
3.93100000  0.00  2.00  0.00 0.21472728 0.00415372 1.72180000 2.00000000
3.97100000  0.00  2.00  0.00 0.17263264 0.00333904 1.72180000 2.00000000
4.01100000  0.00  2.00  0.00 0.14461677 0.00292362 1.72180000 2.00000000
4.09100000  0.00  2.00  0.00 0.10879487 0.00218053 1.72180000 2.00000000
4.21100000  0.00  2.00  0.00 0.08563585 0.00181768 1.72180000 2.00000000
4.33100000  0.00  2.00  0.00 0.07586300 0.00171493 1.72180000 2.00000000
4.45100000  0.00  2.00  0.00 0.08682403 0.00193178 1.72180000 2.00000000
4.57100000  0.00  2.00  0.00 0.09433724 0.00208124 1.72180000 2.00000000
4.69100000  0.00  2.00  0.00 0.09768647 0.00214681 1.72180000 2.00000000
4.81100000  0.00  2.00  0.00 0.11316098 0.00239142 1.72180000 2.00000000
4.93100000  0.00  2.00  0.00 0.12024926 0.00253361 1.72180000 2.00000000
5.05100000  0.00  2.00  0.00 0.13337977 0.00275838 1.72180000 2.00000000
5.17100000  0.00  2.00  0.00 0.15594244 0.00310989 1.72180000 2.00000000
5.29100000  0.00  2.00  0.00 0.18755312 0.00361517 1.72180000 2.00000000
5.41100000  0.00  2.00  0.00 0.24656351 0.00463010 1.72180000 2.00000000
5.45100000  0.00  2.00  0.00 0.28107467 0.00537451 1.72180000 2.00000000
5.49100000  0.00  2.00  0.00 0.32616002 0.00627104 1.72180000 2.00000000
5.53100000  0.00  2.00  0.00 0.39124207 0.00743621 1.72180000 2.00000000
5.57100000  0.00  2.00  0.00 0.49070699 0.00916311 1.72180000 2.00000000
5.61100000  0.00  2.00  0.00 0.66557692 0.01227218 1.72180000 2.00000000
5.65100000  0.00  2.00  0.00 1.08567636 0.01859317 1.72180000 2.00000000
5.69100000  0.00  2.00  0.00 2.88338448 0.04569328 1.72180000 2.00000000
5.73100000  0.00  2.00  0.00 4.12962647 0.06459520 1.72180000 2.00000000
5.77100000  0.00  2.00  0.00 1.15747516 0.01971649 1.72180000 2.00000000
5.81100000  0.00  2.00  0.00 0.67299055 0.01253645 1.72180000 2.00000000
5.85100000  0.00  2.00  0.00 0.46807288 0.00877527 1.72180000 2.00000000
5.89100000  0.00  2.00  0.00 0.35714656 0.00672525 1.72180000 2.00000000
5.93100000  0.00  2.00  0.00 0.28669643 0.00541141 1.72180000 2.00000000
5.97100000  0.00  2.00  0.00 0.23568922 0.00469620 1.72180000 2.00000000
6.01100000  0.00  2.00  0.00 0.20291903 0.00402213 1.72180000 2.00000000
6.13100000  0.00  2.00  0.00 0.13110213 0.00259441 1.72180000 2.00000000
-0.61100000 -0.00  2.00  0.00 0.34629334 0.00559097 6.27820000 2.00000000
-0.73100000 -0.00  2.00  0.00 0.26812420 0.00448763 6.27820000 2.00000000
-0.85100000 -0.00  2.00  0.00 0.21859665 0.00380884 6.27820000 2.00000000
-0.97100000 -0.00  2.00  0.00 0.18501916 0.00335449 6.27820000 2.00000000
-1.09100000 -0.00  2.00  0.00 0.16037134 0.00285698 6.27820000 2.00000000
-1.21100000 -0.00  2.00  0.00 0.13844812 0.00257319 6.27820000 2.00000000
-1.33100000 -0.00  2.00  0.00 0.12328490 0.00230650 6.27820000 2.00000000
-1.45100000 -0.00  2.00  0.00 0.11078585 0.00222685 6.27820000 2.00000000
-1.57100000 -0.00  2.00  0.00 0.09832866 0.00208004 6.27820000 2.00000000
-1.69100000 -0.00  2.00  0.00 0.09584020 0.00210414 6.27820000 2.00000000
-1.81100000 -0.00  2.00  0.00 0.09476532 0.00230851 6.27820000 2.00000000
-1.93100000 -0.00  2.00  0.00 0.10458211 0.00235419 6.27820000 2.00000000
-2.01100000 -0.00  2.00  0.00 0.11997381 0.00260753 6.27820000 2.00000000
-2.05100000 -0.00  2.00  0.00 0.13331112 0.00280373 6.27820000 2.00000000
-2.09100000 -0.00  2.00  0.00 0.15046993 0.00312451 6.27820000 2.00000000
-2.13100000 -0.00  2.00  0.00 0.17524135 0.00353578 6.27820000 2.00000000
-2.17100000 -0.00  2.00  0.00 0.22673007 0.00439366 6.27820000 2.00000000
-2.21100000 -0.00  2.00  0.00 0.34365123 0.00614817 6.27820000 2.00000000
-2.25100000 -0.00  2.00  0.00 0.81113824 0.01317577 6.27820000 2.00000000
-2.29100000 -0.00  2.00  0.00 1.49956338 0.02355384 6.27820000 2.00000000
