-0.611 1.000 1.000 0.000 166.587 0.951 -4.139 2.000
-0.731 1.000 1.000 0.000 154.613 1.361 -4.139 2.000
-0.851 1.000 1.000 0.000 134.114 1.017 -4.139 2.000
-0.971 1.000 1.000 0.000 127.376 1.351 -4.139 2.000
-1.091 1.000 1.000 0.000 135.021 1.243 -4.139 2.000
-1.211 1.000 1.000 0.000 144.765 1.160 -4.139 2.000
-1.331 1.000 1.000 0.000 185.806 1.413 -4.139 2.000
-1.451 1.000 1.000 0.000 232.887 1.771 -4.139 2.000
-1.571 1.000 1.000 0.000 296.929 1.478 -4.139 2.000
-1.691 1.000 1.000 0.000 381.949 1.382 -4.139 2.000
-1.811 1.000 1.000 0.000 533.364 1.278 -4.139 2.000
-1.851 1.000 1.000 0.000 605.885 1.253 -4.139 2.000
-1.891 1.000 1.000 0.000 695.802 1.238 -4.139 2.000
-1.931 1.000 1.000 0.000 827.663 1.218 -4.139 2.000
-1.971 1.000 1.000 0.000 1020.110 1.202 -4.139 2.000
-2.011 1.000 1.000 0.000 1328.690 1.194 -4.139 2.000
-2.051 1.000 1.000 0.000 1976.930 2.195 -4.139 2.000
-2.091 1.000 1.000 0.000 3913.900 4.037 -4.139 2.000
-2.171 1.000 1.000 0.000 5092.020 4.097 -4.139 2.000
-2.211 1.000 1.000 0.000 2170.610 4.219 -4.139 2.000
-2.251 1.000 1.000 0.000 1375.890 1.291 -4.139 2.000
-2.291 1.000 1.000 0.000 1002.390 1.338 -4.139 2.000
-2.331 1.000 1.000 0.000 802.362 1.401 -4.139 2.000
-2.371 1.000 1.000 0.000 640.558 1.485 -4.139 2.000
-2.411 1.000 1.000 0.000 537.899 1.588 -4.139 2.000
-2.531 1.000 1.000 0.000 344.334 2.019 -4.139 2.000
-2.651 1.000 1.000 0.000 253.401 1.774 -4.139 2.000
-2.771 1.000 1.000 0.000 186.157 1.596 -4.139 2.000
-2.891 1.000 1.000 0.000 140.005 1.560 -4.139 2.000
-3.011 1.000 1.000 0.000 105.945 2.088 -4.139 2.000
-3.131 1.000 1.000 0.000 92.611 2.148 -4.139 2.000
-3.251 1.000 1.000 0.000 85.202 2.260 -4.139 2.000
-3.371 1.000 1.000 0.000 89.123 2.114 -4.139 2.000
-3.491 1.000 1.000 0.000 88.381 2.300 -4.139 2.000
-3.611 1.000 1.000 0.000 105.431 2.080 -4.139 2.000
-3.731 1.000 1.000 0.000 126.938 1.876 -4.139 2.000
