0.611 2.000 -1.000 0.000 78.767 0.701 3.139 4.000
0.731 2.000 -1.000 0.000 87.111 0.880 3.139 4.000
0.851 2.000 -1.000 0.000 90.043 1.152 3.139 4.000
0.891 2.000 -1.000 0.000 93.959 1.826 3.139 4.000
0.931 2.000 -1.000 0.000 93.400 1.373 3.139 4.000
0.971 2.000 -1.000 0.000 92.820 1.295 3.139 4.000
1.011 2.000 -1.000 0.000 92.023 1.336 3.139 4.000
1.051 2.000 -1.000 0.000 89.813 1.510 3.139 4.000
1.131 2.000 -1.000 0.000 88.760 1.187 3.139 4.000
1.171 2.000 -1.000 0.000 87.419 1.483 3.139 4.000
1.211 2.000 -1.000 0.000 86.588 1.480 3.139 4.000
1.251 2.000 -1.000 0.000 87.492 1.353 3.139 4.000
1.291 2.000 -1.000 0.000 82.692 1.186 3.139 4.000
1.331 2.000 -1.000 0.000 83.174 1.264 3.139 4.000
1.371 2.000 -1.000 0.000 81.655 1.232 3.139 4.000
1.411 2.000 -1.000 0.000 82.725 1.157 3.139 4.000
1.451 2.000 -1.000 0.000 79.594 1.356 3.139 4.000
1.571 2.000 -1.000 0.000 70.211 1.613 3.139 4.000
1.691 2.000 -1.000 0.000 65.338 1.589 3.139 4.000
1.811 2.000 -1.000 0.000 57.895 1.721 3.139 4.000
1.931 2.000 -1.000 0.000 56.025 1.716 3.139 4.000
2.051 2.000 -1.000 0.000 52.059 1.634 3.139 4.000
2.171 2.000 -1.000 0.000 48.996 1.599 3.139 4.000
2.291 2.000 -1.000 0.000 44.229 1.651 3.139 4.000
2.411 2.000 -1.000 0.000 60.104 1.637 3.139 4.000
2.531 2.000 -1.000 0.000 70.614 1.995 3.139 4.000
2.651 2.000 -1.000 0.000 98.280 2.163 3.139 4.000
2.771 2.000 -1.000 0.000 115.516 1.987 3.139 4.000
2.851 2.000 -1.000 0.000 130.084 1.838 3.139 4.000
2.891 2.000 -1.000 0.000 151.244 1.587 3.139 4.000
2.931 2.000 -1.000 0.000 158.215 1.653 3.139 4.000
2.971 2.000 -1.000 0.000 189.352 1.537 3.139 4.000
3.011 2.000 -1.000 0.000 217.058 1.496 3.139 4.000
3.051 2.000 -1.000 0.000 288.564 1.489 3.139 4.000
3.091 2.000 -1.000 0.000 573.295 1.554 3.139 4.000
3.171 2.000 -1.000 0.000 340.603 2.201 3.139 2.000
3.211 2.000 -1.000 0.000 152.788 1.973 3.139 2.000
3.251 2.000 -1.000 0.000 95.012 2.353 3.139 2.000
3.291 2.000 -1.000 0.000 76.073 3.068 3.139 2.000
3.331 2.000 -1.000 0.000 62.733 3.013 3.139 2.000
3.371 2.000 -1.000 0.000 63.401 2.656 3.139 2.000
3.411 2.000 -1.000 0.000 61.848 2.949 3.139 2.000
3.491 2.000 -1.000 0.000 62.480 2.505 3.139 2.000
3.611 2.000 -1.000 0.000 59.862 2.467 3.139 2.000
3.731 2.000 -1.000 0.000 52.456 2.426 3.139 2.000
3.851 2.000 -1.000 0.000 45.760 2.634 3.139 2.000
3.971 2.000 -1.000 0.000 42.812 2.791 3.139 2.000
4.091 2.000 -1.000 0.000 35.669 3.555 3.139 2.000
4.211 2.000 -1.000 0.000 43.847 2.947 3.139 2.000
4.331 2.000 -1.000 0.000 48.729 2.757 3.139 2.000
4.451 2.000 -1.000 0.000 49.307 2.790 3.139 2.000
4.571 2.000 -1.000 0.000 53.966 2.683 3.139 2.000
4.691 2.000 -1.000 0.000 58.200 2.531 3.139 2.000
4.811 2.000 -1.000 0.000 72.640 2.092 3.139 2.000
4.851 2.000 -1.000 0.000 78.696 2.071 3.139 2.000
4.891 2.000 -1.000 0.000 103.285 1.728 3.139 2.000
4.931 2.000 -1.000 0.000 113.923 1.752 3.139 2.000
4.971 2.000 -1.000 0.000 158.077 1.547 3.139 2.000
5.011 2.000 -1.000 0.000 219.088 1.492 3.139 2.000
5.051 2.000 -1.000 0.000 353.394 1.416 3.139 2.000
5.091 2.000 -1.000 0.000 798.702 1.780 3.139 2.000
5.171 2.000 -1.000 0.000 922.813 2.844 3.139 2.000
5.211 2.000 -1.000 0.000 479.310 2.601 3.139 2.000
5.251 2.000 -1.000 0.000 346.226 2.159 3.139 2.000
5.291 2.000 -1.000 0.000 275.597 2.413 3.139 2.000
5.331 2.000 -1.000 0.000 238.783 2.120 3.139 2.000
5.371 2.000 -1.000 0.000 201.884 1.930 3.139 2.000
5.411 2.000 -1.000 0.000 187.188 1.826 3.139 2.000
5.531 2.000 -1.000 0.000 139.003 2.241 3.139 2.000
5.651 2.000 -1.000 0.000 119.356 2.082 3.139 2.000
5.771 2.000 -1.000 0.000 96.936 2.210 3.139 2.000
5.891 2.000 -1.000 0.000 85.439 2.396 3.139 2.000
